Title,SearchName,Number,Transcript,Speaker,Line,LineEnd,MatchId,URL,Before Match,Text,After Match,Target word,Target word start,Target word end,Target phonemes,Target orthography,Target segment,Target segment start,Target segment end,time_0.2,F1-time_0.2,F2-time_0.2,time_0.5,F1-time_0.5,F2-time_0.5,time_0.8,F1-time_0.8,F2-time_0.8,Error
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,1,CB01interview1.eaf,Barbara Johnstone,20.86,29.431,g_352;em_12_107932;n_3092553-n_4584645;p_146;#=es_1_1767198;prefix=0001-;[0]=ew_0_685107;[1]=ew_0_685107,https://apls.pitt.edu/labbcat/transcript?transcript=CB01interview1.eaf#ew_0_685107,for,our,own,our,27.73,27.83,6r,our,6,27.73,27.759999999999998,27.736,641,1331,27.744999999999997,625,1268,27.753999999999998,603,1261,
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,2,CB01interview1.eaf,Barbara Johnstone,238.681,239.999,g_352;em_12_108054;n_3092671-n_4584700;p_146;#=es_1_1767905;prefix=0002-;[0]=ew_0_685768;[1]=ew_0_685768,https://apls.pitt.edu/labbcat/transcript?transcript=CB01interview1.eaf#ew_0_685768,what,about,your,about,239.211,239.33100000000002,@b6t,about,6,239.27100000000002,239.30100000000002,239.27700000000002,600,1513,239.286,624,1572,239.29500000000002,618,1590,
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,3,CB01interview1.eaf,Barbara Johnstone,292.01800000000003,294.228,g_352;em_12_108083;n_3092697-n_4584714;p_146;#=es_1_1768027;prefix=0003-;[0]=ew_0_685933;[1]=ew_0_685933,https://apls.pitt.edu/labbcat/transcript?transcript=CB01interview1.eaf#ew_0_685933,my,hometown,,hometown,293.59799999999996,294.078,h5mt6n,hometown,6,293.89799999999997,294.018,293.92199999999997,472,1571,293.95799999999997,341,1472,293.99399999999997,397,1416,
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,4,CB01interview2.eaf,Barbara Johnstone,119.593,122.137,g_353;em_12_108579;n_3097998-n_4584878;p_146;#=es_1_1769656;prefix=0004-;[0]=ew_0_688639;[1]=ew_0_688639,https://apls.pitt.edu/labbcat/transcript?transcript=CB01interview2.eaf#ew_0_688639,talking,about .,and,about .,120.503,120.723,@b6t,about,6,120.563,120.693,120.589,506,1520,120.628,590,1454,120.667,496,1448,
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,5,CB01interview2.eaf,Barbara Johnstone,205.334,205.848,g_353;em_12_108629;n_3098049-n_4584902;p_146;#=es_1_1769974;prefix=0005-;[0]=ew_0_688900;[1]=ew_0_688900,https://apls.pitt.edu/labbcat/transcript?transcript=CB01interview2.eaf#ew_0_688900,that,about ?,,about ?,205.514,205.744,@b6t,about,6,205.574,205.714,205.602,647,1518,205.644,658,1385,205.686,641,1292,
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,6,CB01interview2.eaf,Barbara Johnstone,240.621,241.834,g_353;em_12_108651;n_3098069-n_4584908;p_146;#=es_1_1770007;prefix=0006-;[0]=ew_0_689001;[1]=ew_0_689001,https://apls.pitt.edu/labbcat/transcript?transcript=CB01interview2.eaf#ew_0_689001,comes,out,later,out,240.821,241.02100000000002,6t,out,6,240.821,240.98100000000002,240.853,639,1523,240.901,649,1402,240.949,619,1284,
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,7,CB01interview2.eaf,Barbara Johnstone,259.837,260.947,g_353;em_12_108672;n_3098091-n_4584914;p_146;#=es_1_1770074;prefix=0007-;[0]=ew_0_689068;[1]=ew_0_689068,https://apls.pitt.edu/labbcat/transcript?transcript=CB01interview2.eaf#ew_0_689068,stuff,out,there,out,260.54699999999997,260.687,6t,out,6,260.54699999999997,260.647,260.56699999999995,693,1414,260.597,663,1354,260.627,658,1361,
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,8,CB01interview2.eaf,Barbara Johnstone,354.538,360.357,g_353;em_12_108725;n_3098140-n_4584944;p_146;#=es_1_1770283;prefix=0008-;[0]=ew_0_689395;[1]=ew_0_689395,https://apls.pitt.edu/labbcat/transcript?transcript=CB01interview2.eaf#ew_0_689395,questions,about,,about,360.068,360.32800000000003,@b6t,about,6,360.158,360.25800000000004,360.178,518,1400,360.208,308,1486,360.23800000000006,614,2008,
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,9,CB01interview2.eaf,Barbara Johnstone,448.85,451.964,g_353;em_12_108772;n_3098186-n_4584958;p_146;#=es_1_1770500;prefix=0009-;[0]=ew_0_689687;[1]=ew_0_689687,https://apls.pitt.edu/labbcat/transcript?transcript=CB01interview2.eaf#ew_0_689687,what,about,national,about,449.18,449.39000000000004,@b6t,about,6,449.28000000000003,449.36,449.29600000000005,532,1437,449.32000000000005,616,1545,449.344,680,1486,
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,10,CB01interview2.eaf,Barbara Johnstone,489.942,494.624,g_353;em_12_108801;n_3098210-n_4584968;p_146;#=es_1_1770630;prefix=0010-;[0]=ew_0_689841;[1]=ew_0_689841,https://apls.pitt.edu/labbcat/transcript?transcript=CB01interview2.eaf#ew_0_689841,what,about,the,about,493.16200000000003,493.41200000000003,@b6t,about,6,493.262,493.342,493.278,692,1611,493.302,689,1504,493.32599999999996,668,1457,
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,11,CB01interview2.eaf,Barbara Johnstone,621.492,624.1560000000001,g_353;em_12_108894;n_3098298-n_3098300;p_146;#=es_1_1771122;prefix=0011-;[0]=ew_0_690276;[1]=ew_0_690276,https://apls.pitt.edu/labbcat/transcript?transcript=CB01interview2.eaf#ew_0_690276,argument,about,something,about,622.262,622.472,@b6t,about,6,622.342,622.442,622.362,612,1388,622.392,662,1398,622.422,617,1372,
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,12,CB01interview2.eaf,Barbara Johnstone,714.653,717.42,g_353;em_12_108948;n_3098351-n_4585025;p_146;#=es_1_1771433;prefix=0012-;[0]=ew_0_690597;[1]=ew_0_690597,https://apls.pitt.edu/labbcat/transcript?transcript=CB01interview2.eaf#ew_0_690597,go,out,to,out,716.863,717.003,6t,out,6,716.863,716.9730000000001,716.8850000000001,655,1250,716.9180000000001,652,1435,716.951,625,1500,
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,13,CB01interview2.eaf,Barbara Johnstone,818.94,823.492,g_353;em_12_109008;n_3098401-n_4585039;p_146;#=es_1_1771601;prefix=0013-;[0]=ew_0_690927;[1]=ew_0_690927,https://apls.pitt.edu/labbcat/transcript?transcript=CB01interview2.eaf#ew_0_690927,go,out,for,out,823.1400000000001,823.2800000000001,6t,out,6,823.1400000000001,823.25,823.162,633,1235,823.195,638,1273,823.2280000000001,639,1221,
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,14,CB01interview2.eaf,Barbara Johnstone,903.2620000000001,905.801,g_353;em_12_109060;n_3098451-n_4585069;p_146;#=es_1_1771821;prefix=0014-;[0]=ew_0_691205;[1]=ew_0_691205,https://apls.pitt.edu/labbcat/transcript?transcript=CB01interview2.eaf#ew_0_691205,been,downtown,on,downtown,904.8219999999999,905.2819999999999,d6nt6n,downtown,6,904.872,905.012,904.9,633,1757,904.942,679,1589,904.9839999999999,579,1343,
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,15,CB01interview2.eaf,Barbara Johnstone,903.2620000000001,905.801,g_353;em_12_109060;n_3098451-n_4585069;p_146;#=es_1_1771824;prefix=0015-;[0]=ew_0_691205;[1]=ew_0_691205,https://apls.pitt.edu/labbcat/transcript?transcript=CB01interview2.eaf#ew_0_691205,been,downtown,on,downtown,904.8219999999999,905.2819999999999,d6nt6n,downtown,6,905.1419999999999,905.232,905.16,635,1399,905.1869999999999,584,1448,905.2139999999999,561,1408,
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,16,CB01interview2.eaf,Barbara Johnstone,992.763,995.977,g_353;em_12_109122;n_3098513-n_3098515;p_146;#=es_1_1772036;prefix=0016-;[0]=ew_0_691513;[1]=ew_0_691513,https://apls.pitt.edu/labbcat/transcript?transcript=CB01interview2.eaf#ew_0_691513,next,town,over,town,995.443,995.663,t6n,town,6,995.503,995.623,995.527,620,1769,995.5630000000001,732,1603,995.599,704,1280,
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,17,CB01interview2.eaf,Barbara Johnstone,1014.442,1015.996,g_353;em_12_109131;n_3098521-n_3098523;p_146;#=es_1_1772055;prefix=0017-;[0]=ew_0_691585;[1]=ew_0_691585,https://apls.pitt.edu/labbcat/transcript?transcript=CB01interview2.eaf#ew_0_691585,no,downtown,Cranberry,downtown,1014.942,1015.322,d6nt6n,downtown,6,1014.982,1015.102,1015.006,605,1789,1015.0419999999999,687,1650,1015.078,665,1430,
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,18,CB01interview2.eaf,Barbara Johnstone,1014.442,1015.996,g_353;em_12_109131;n_3098521-n_3098523;p_146;#=es_1_1772058;prefix=0018-;[0]=ew_0_691585;[1]=ew_0_691585,https://apls.pitt.edu/labbcat/transcript?transcript=CB01interview2.eaf#ew_0_691585,no,downtown,Cranberry,downtown,1014.942,1015.322,d6nt6n,downtown,6,1015.222,1015.282,1015.234,566,1449,1015.252,764,1557,1015.27,701,1518,
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,19,CB01interview2.eaf,Barbara Johnstone,1021.783,1024.603,g_353;em_12_109137;n_3098527-n_3098529;p_146;#=es_1_1772092;prefix=0019-;[0]=ew_0_691606;[1]=ew_0_691606,https://apls.pitt.edu/labbcat/transcript?transcript=CB01interview2.eaf#ew_0_691606,a,town,before,town,1022.883,1023.253,t6n,town,6,1023.033,1023.203,1023.067,893,1641,1023.1179999999999,1025,1416,1023.169,937,1533,
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,20,CB01interview2.eaf,Barbara Johnstone,1125.45,1128.108,g_353;em_12_109203;n_3098585-n_4585124;p_146;#=es_1_1772294;prefix=0020-;[0]=ew_0_691997;[1]=ew_0_691997,https://apls.pitt.edu/labbcat/transcript?transcript=CB01interview2.eaf#ew_0_691997,what,about,sports ?,about,1125.56,1125.77,@b6t,about,6,1125.6200000000001,1125.73,1125.642,623,1543,1125.6750000000002,713,1490,1125.708,641,1419,
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,21,CB01interview3.eaf,Barbara Johnstone,0.339,2.524,g_354;em_12_109241;n_3103503-n_3103505;p_146;#=es_1_1772415;prefix=0021-;[0]=ew_0_692149;[1]=ew_0_692149,https://apls.pitt.edu/labbcat/transcript?transcript=CB01interview3.eaf#ew_0_692149,questions,about,you,about,1.339,1.629,@b6t,about,6,1.429,1.599,1.463,674,1533,1.514,638,1466,1.565,595,1351,
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,22,CB01interview3.eaf,Barbara Johnstone,409.175,413.831,g_354;em_12_109478;n_3103725-n_3103727;p_146;#=es_1_1773444;prefix=0022-;[0]=ew_0_693402;[1]=ew_0_693402,https://apls.pitt.edu/labbcat/transcript?transcript=CB01interview3.eaf#ew_0_693402,find,out,whether,out,410.39500000000004,410.52500000000003,6t,out,6,410.39500000000004,410.495,410.415,577,1694,410.44500000000005,673,1430,410.475,620,1109,
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,23,CB01interview3.eaf,Barbara Johnstone,478.696,486.422,g_354;em_12_109528;n_3103771-n_3103773;p_146;#=es_1_1773695;prefix=0023-;[0]=ew_0_693669;[1]=ew_0_693669,https://apls.pitt.edu/labbcat/transcript?transcript=CB01interview3.eaf#ew_0_693669,changed,about,Pittsburgh .,about,481.86600000000004,482.10600000000005,@b6t,about,6,481.946,482.076,481.97200000000004,677,1422,482.011,679,1406,482.05,616,1191,
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,24,CB01interview4.eaf,Barbara Johnstone,0.659,4.639,g_355;em_12_109558;n_3106825-n_4585247;p_146;#=es_1_1773825;prefix=0024-;[0]=ew_0_693809;[1]=ew_0_693809,https://apls.pitt.edu/labbcat/transcript?transcript=CB01interview4.eaf#ew_0_693809,questions,about,s~,about,1.009,1.419,@b6t,about,6,1.089,1.3090000000000002,1.133,668,1586,1.199,667,1382,1.2650000000000001,514,1364,
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,25,CB01interview4.eaf,Barbara Johnstone,0.659,4.639,g_355;em_12_109558;n_3106825-n_4585247;p_146;#=es_1_1773843;prefix=0025-;[0]=ew_0_693813;[1]=ew_0_693813,https://apls.pitt.edu/labbcat/transcript?transcript=CB01interview4.eaf#ew_0_693813,specifically,about,language,about,2.5389999999999997,2.7889999999999997,@b6t,about,6,2.6189999999999998,2.7590000000000003,2.647,657,1412,2.689,666,1236,2.7310000000000003,560,1131,
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,26,CB01interview4.eaf,Barbara Johnstone,223.977,227.802,g_355;em_12_109692;n_3106945-n_4585297;p_146;#=es_1_1774655;prefix=0026-;[0]=ew_0_694490;[1]=ew_0_694490,https://apls.pitt.edu/labbcat/transcript?transcript=CB01interview4.eaf#ew_0_694490,figure,out,what,out,224.467,224.537,6t,out,6,224.467,224.507,224.47500000000002,614,1536,224.48700000000002,677,1449,224.499,615,1236,
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,27,CB01interview4.eaf,Barbara Johnstone,475.329,479.01300000000003,g_355;em_12_109871;n_3107111-n_4585354;p_146;#=es_1_1775380;prefix=0027-;[0]=ew_0_695373;[1]=ew_0_695373,https://apls.pitt.edu/labbcat/transcript?transcript=CB01interview4.eaf#ew_0_695373,ideas,about,,about,478.719,478.979,@b6t,about,6,478.829,478.949,478.853,622,1417,478.889,620,1509,478.925,624,1365,
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,28,CB01interview4.eaf,Barbara Johnstone,503.273,505.625,g_355;em_12_109886;n_3107125-n_4585360;p_146;#=es_1_1775511;prefix=0028-;[0]=ew_0_695440;[1]=ew_0_695440,https://apls.pitt.edu/labbcat/transcript?transcript=CB01interview4.eaf#ew_0_695440,written,down,anyplace ?,down,504.64300000000003,504.903,d6n,down,6,504.69300000000004,504.863,504.72700000000003,595,1767,504.778,578,1460,504.829,710,1442,
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,29,CB01interview4.eaf,Barbara Johnstone,518.66,522.479,g_355;em_12_109899;n_3107137-n_4585366;p_146;#=es_1_1775534;prefix=0029-;[0]=ew_0_695483;[1]=ew_0_695483,https://apls.pitt.edu/labbcat/transcript?transcript=CB01interview4.eaf#ew_0_695483,that's,about,it .,about,518.6899999999999,519.02,@b6t,about,6,518.86,518.9699999999999,518.882,543,1606,518.915,545,1690,518.948,410,1636,
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,30,CB01interview4.eaf,Barbara Johnstone,533.803,536.907,g_355;em_12_109916;n_3107155-n_4585372;p_146;#=es_1_1775696;prefix=0030-;[0]=ew_0_695547;[1]=ew_0_695547,https://apls.pitt.edu/labbcat/transcript?transcript=CB01interview4.eaf#ew_0_695547,find,out,why,out,536.3629999999999,536.513,6t,out,6,536.3629999999999,536.483,536.387,616,1678,536.423,663,1376,536.459,649,1300,
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,31,CB01interview4.eaf,Barbara Johnstone,573.125,579.44,g_355;em_12_109947;n_3107181-n_4585374;p_146;#=es_1_1775884;prefix=0031-;[0]=ew_0_695706;[1]=ew_0_695706,https://apls.pitt.edu/labbcat/transcript?transcript=CB01interview4.eaf#ew_0_695706,to,Town,,Town,578.905,579.355,t6n,town,6,579.055,579.245,579.093,495,1716,579.15,366,1484,579.207,325,1263,
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,32,CB01interview4.eaf,Barbara Johnstone,641.927,651.793,g_355;em_12_109984;n_3107213-n_4585386;p_146;#=es_1_1776124;prefix=0032-;[0]=ew_0_695958;[1]=ew_0_695958,https://apls.pitt.edu/labbcat/transcript?transcript=CB01interview4.eaf#ew_0_695958,talked,about,,about,651.567,651.767,@b6t,about,6,651.6270000000001,651.737,651.649,627,1467,651.682,632,1477,651.715,585,1480,
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,33,CB01interview4.eaf,Barbara Johnstone,681.542,684.59,g_355;em_12_110014;n_3107245-n_4585398;p_146;#=es_1_1776266;prefix=0033-;[0]=ew_0_696082;[1]=ew_0_696082,https://apls.pitt.edu/labbcat/transcript?transcript=CB01interview4.eaf#ew_0_696082,how,about,,about,684.282,684.472,@b6t,about,6,684.342,684.442,684.362,614,1305,684.392,694,1452,684.422,631,1472,
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,34,CB01interview4.eaf,Barbara Johnstone,690.38,692.3870000000001,g_355;em_12_110021;n_3107253-n_4585402;p_146;#=es_1_1776276;prefix=0034-;[0]=ew_0_696101;[1]=ew_0_696101,https://apls.pitt.edu/labbcat/transcript?transcript=CB01interview4.eaf#ew_0_696101,what,about,a,about,690.51,690.6899999999999,@b6t,about,6,690.58,690.66,690.596,592,1472,690.62,663,1546,690.644,658,1638,
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,35,CB01interview4.eaf,Barbara Johnstone,701.342,703.077,g_355;em_12_110026;n_3107257-n_4585404;p_146;#=es_1_1776318;prefix=0035-;[0]=ew_0_696148;[1]=ew_0_696148,https://apls.pitt.edu/labbcat/transcript?transcript=CB01interview4.eaf#ew_0_696148,know,about,it,about,702.202,702.3919999999999,@b6t,about,6,702.282,702.362,702.298,640,1423,702.322,701,1513,702.346,692,1522,
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,36,CB01interview4.eaf,Barbara Johnstone,735.583,737.0210000000001,g_355;em_12_110047;n_3107277-n_4585412;p_146;#=es_1_1776488;prefix=0036-;[0]=ew_0_696266;[1]=ew_0_696266,https://apls.pitt.edu/labbcat/transcript?transcript=CB01interview4.eaf#ew_0_696266,what,about,Pittsburgh ?,about,735.7429999999999,735.913,@b6t,about,6,735.823,735.853,735.829,628,1514,735.838,670,1455,735.847,643,1449,
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,37,CB05pairs.eaf,Barbara Johnstone,0.008,7.47,g_460;em_12_141658;n_3508855-n_4611533;p_146;#=es_1_1927223;prefix=0037-;[0]=ew_0_878811;[1]=ew_0_878811,https://apls.pitt.edu/labbcat/transcript?transcript=CB05pairs.eaf#ew_0_878811,them,out,loud,out,0.728,0.988,6t,out,6,0.728,0.958,0.774,542,1681,0.843,835,1319,0.9119999999999999,986,2123,
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,38,CB05pairs.eaf,Barbara Johnstone,0.008,7.47,g_460;em_12_141658;n_3508855-n_4611533;p_146;#=es_1_1927226;prefix=0038-;[0]=ew_0_878812;[1]=ew_0_878812,https://apls.pitt.edu/labbcat/transcript?transcript=CB05pairs.eaf#ew_0_878812,out,loud,read,loud,0.988,1.288,l6d,loud,6,1.058,1.258,1.098,820,1461,1.158,681,1231,1.218,605,1358,
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,39,CB05pairs.eaf,Barbara Johnstone,0.008,7.47,g_460;em_12_141658;n_3508855-n_4611533;p_146;#=es_1_1927241;prefix=0039-;[0]=ew_0_878817;[1]=ew_0_878817,https://apls.pitt.edu/labbcat/transcript?transcript=CB05pairs.eaf#ew_0_878817,words,out,loud,out,1.978,2.158,6t,out,6,1.978,2.128,2.008,569,1538,2.053,642,1315,2.098,642,1204,
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,40,CB05pairs.eaf,Barbara Johnstone,0.008,7.47,g_460;em_12_141658;n_3508855-n_4611533;p_146;#=es_1_1927244;prefix=0040-;[0]=ew_0_878818;[1]=ew_0_878818,https://apls.pitt.edu/labbcat/transcript?transcript=CB05pairs.eaf#ew_0_878818,out,loud,or,loud,2.218,2.478,l6d,loud,6,2.318,2.448,2.344,873,989,2.383,749,1175,2.422,691,1057,
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,41,CB08interview1.eaf,Barbara Johnstone,44.910000000000004,46.086,g_474;em_12_144452;n_3535671-n_3536243;p_146;#=es_1_1890096;prefix=0041-;[0]=ew_0_895629;[1]=ew_0_895629,https://apls.pitt.edu/labbcat/transcript?transcript=CB08interview1.eaf#ew_0_895629,been,out,here,out,45.11,45.309999999999995,6t,out,6,45.11,45.279999999999994,45.144,694,1855,45.19499999999999,808,1461,45.245999999999995,756,1368,
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,42,CB08interview1.eaf,Barbara Johnstone,397.846,405.072,g_474;em_12_144617;n_3536335-n_4594495;p_146;#=es_1_1890526;prefix=0042-;[0]=ew_0_896642;[1]=ew_0_896642,https://apls.pitt.edu/labbcat/transcript?transcript=CB08interview1.eaf#ew_0_896642,got,out,of,out,404.116,404.216,6t,out,6,404.116,404.186,404.13,632,1523,404.15099999999995,675,1451,404.17199999999997,685,1418,
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,43,CB08interview1.eaf,Barbara Johnstone,718.133,724.17,g_474;em_12_144783;n_3536445-n_3540415;p_146;#=es_1_1890897;prefix=0043-;[0]=ew_0_897583;[1]=ew_0_897583,https://apls.pitt.edu/labbcat/transcript?transcript=CB08interview1.eaf#ew_0_897583,a,house,yeah,house,723.7030000000001,724.023,h6s,house,6,723.903,723.943,723.9110000000001,709,2289,723.923,764,2116,723.935,569,2168,
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,44,CB08interview1.eaf,Barbara Johnstone,812.3580000000001,813.153,g_474;em_12_144825;n_3536465-n_3536467;p_146;#=es_1_1891007;prefix=0044-;[0]=ew_0_897898;[1]=ew_0_897898,https://apls.pitt.edu/labbcat/transcript?transcript=CB08interview1.eaf#ew_0_897898,,out,to,out,812.448,812.598,6t,out,6,812.448,812.558,812.47,476,1747,812.5029999999999,770,1315,812.536,645,1228,
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,45,CB08interview2.eaf,Barbara Johnstone,6.797,11.09,g_475;em_12_144939;n_3540436-n_4594610;p_146;#=es_1_1891515;prefix=0045-;[0]=ew_0_898511;[1]=ew_0_898511,https://apls.pitt.edu/labbcat/transcript?transcript=CB08interview2.eaf#ew_0_898511,from ?,how'd,you,how'd,9.527,9.737,h6d,how'd,6,9.607,9.677,9.620999999999999,636,1250,9.642,581,1395,9.663,597,1524,
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,46,CB08interview2.eaf,Barbara Johnstone,382.264,384.617,g_475;em_12_145130;n_3540592-n_4594672;p_146;#=es_1_1891857;prefix=0046-;[0]=ew_0_899591;[1]=ew_0_899591,https://apls.pitt.edu/labbcat/transcript?transcript=CB08interview2.eaf#ew_0_899591,what,about,the,about,382.504,382.834,@b6t,about,6,382.61400000000003,382.754,382.64200000000005,591,1463,382.684,560,1539,382.726,539,1620,
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,47,CB08interview2.eaf,Barbara Johnstone,824.038,827.083,g_475;em_12_145360;n_3540774-n_3540776;p_146;#=es_1_1892317;prefix=0047-;[0]=ew_0_900906;[1]=ew_0_900906,https://apls.pitt.edu/labbcat/transcript?transcript=CB08interview2.eaf#ew_0_900906,the,town,I,town,825.458,825.8580000000001,t6n,town,6,825.588,825.808,825.632,922,1712,825.698,801,1367,825.764,539,1059,
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,48,CB08interview2.eaf,Barbara Johnstone,1082.21,1085.555,g_475;em_12_145552;n_3540940-n_4594759;p_146;#=es_1_1892895;prefix=0048-;[0]=ew_0_901837;[1]=ew_0_901837,https://apls.pitt.edu/labbcat/transcript?transcript=CB08interview2.eaf#ew_0_901837,laid,out,,out,1085.1200000000001,1085.42,6t,out,6,1085.1200000000001,1085.39,1085.1740000000002,635,1825,1085.255,682,1238,1085.336,533,1152,
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,49,CB08interview2.eaf,Barbara Johnstone,1088.08,1090.455,g_475;em_12_145556;n_3540946-n_4594761;p_146;#=es_1_1892933;prefix=0049-;[0]=ew_0_901853;[1]=ew_0_901853,https://apls.pitt.edu/labbcat/transcript?transcript=CB08interview2.eaf#ew_0_901853,made,out,of,out,1089.97,1090.09,6t,out,6,1089.97,1090.06,1089.988,556,1517,1090.0149999999999,646,1417,1090.042,651,1348,
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,50,CB08interview3.eaf,Barbara Johnstone,0.0,7.22,g_476;em_12_145680;n_3547168-n_4594809;p_146;#=es_1_1893296;prefix=0050-;[0]=ew_0_902467;[1]=ew_0_902467,https://apls.pitt.edu/labbcat/transcript?transcript=CB08interview3.eaf#ew_0_902467,questions,about -,um -,about -,2.59,2.83,@b6t,about,6,2.67,2.8,2.6959999999999997,647,1433,2.735,656,1409,2.774,625,1249,
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,51,CB08interview3.eaf,Barbara Johnstone,79.293,82.18,g_476;em_12_145720;n_3547206-n_3547208;p_146;#=es_1_1893481;prefix=0051-;[0]=ew_0_902705;[1]=ew_0_902705,https://apls.pitt.edu/labbcat/transcript?transcript=CB08interview3.eaf#ew_0_902705,what,about,the,about,79.433,79.653,@b6t,about,6,79.49300000000001,79.60300000000001,79.51500000000001,649,1263,79.548,671,1332,79.581,576,1320,
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,52,CB08interview3.eaf,Barbara Johnstone,352.946,355.846,g_476;em_12_145865;n_3547336-n_4594888;p_146;#=es_1_1893882;prefix=0052-;[0]=ew_0_903571;[1]=ew_0_903571,https://apls.pitt.edu/labbcat/transcript?transcript=CB08interview3.eaf#ew_0_903571,what,about,the,about,353.386,353.596,@b6t,about,6,353.466,353.516,353.476,608,1323,353.491,563,1342,353.50600000000003,580,1316,
